통계표,수요부문(열),투입부문(행),단위,변환,2020,2021,2022,2023
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","1차 금속제품","정보통신 및 방송 서비스","명/십억원","원자료","0.07117","0.045132","0.042335","0.055951"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","1차 금속제품","금융 및 보험 서비스","명/십억원","원자료","0.10093","0.071878","0.06282","0.065803"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","1차 금속제품","부동산서비스","명/십억원","원자료","0.025306","0.017574","0.014366","0.018616"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","1차 금속제품","전문, 과학 및 기술 서비스","명/십억원","원자료","0.378587","0.24412","0.215185","0.312762"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","1차 금속제품","사업지원서비스","명/십억원","원자료","0.332852","0.221691","0.190051","0.236711"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","1차 금속제품","공공행정, 국방 및 사회보장","명/십억원","원자료","0.007401","0.005235","0.006556","0.006972"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","1차 금속제품","교육서비스","명/십억원","원자료","0.010655","0.01094","0.008037","0.00974"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","1차 금속제품","보건 및 사회복지 서비스","명/십억원","원자료","0.019456","0.01536","0.013108","0.01576"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","1차 금속제품","예술, 스포츠 및 여가 관련 서비스","명/십억원","원자료","0.032638","0.020103","0.0172","0.021822"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","1차 금속제품","기타 서비스","명/십억원","원자료","0.103764","0.066644","0.0579","0.068669"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","1차 금속제품","기타","명/십억원","원자료","0","0","0","0"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","1차 금속제품","열합","명/십억원","원자료","4.339721","3.168525","2.786208","3.248267"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","농림수산품","명/십억원","원자료","0.087506","0.073106","0.082986","0.085346"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","광산품","명/십억원","원자료","0.005296","0.003505","0.004454","0.003055"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","음식료품","명/십억원","원자료","0.023495","0.020265","0.021595","0.021741"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","섬유 및 가죽제품","명/십억원","원자료","0.0379","0.033337","0.026962","0.018993"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","목재 및 종이, 인쇄","명/십억원","원자료","0.063254","0.052079","0.050428","0.0488"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","석탄 및 석유제품","명/십억원","원자료","0.001797","0.001618","0.001447","0.001396"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","화학제품","명/십억원","원자료","0.149078","0.131485","0.119836","0.130729"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","비금속광물제품","명/십억원","원자료","0.030453","0.024798","0.022347","0.02082"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","1차 금속제품","명/십억원","원자료","0.21401","0.189979","0.175139","0.16942"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","금속가공제품","명/십억원","원자료","3.72952","3.303753","3.119942","2.952532"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","컴퓨터, 전자 및 광학기기","명/십억원","원자료","0.034114","0.023386","0.02324","0.026938"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","전기장비","명/십억원","원자료","0.044855","0.037267","0.036202","0.035326"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","기계 및 장비","명/십억원","원자료","0.075681","0.06211","0.060211","0.054586"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","운송장비","명/십억원","원자료","0.021692","0.017357","0.015182","0.013895"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","기타 제조업 제품","명/십억원","원자료","0.010475","0.010487","0.010587","0.012827"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","제조임가공 및 산업용 장비 수리","명/십억원","원자료","0.422679","0.331568","0.333894","0.360889"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","전력, 가스 및 증기","명/십억원","원자료","0.047191","0.032426","0.026233","0.029186"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","수도, 폐기물처리 및 재활용서비스","명/십억원","원자료","0.11835","0.120746","0.094007","0.085297"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","건설","명/십억원","원자료","0.034268","0.02993","0.021636","0.016883"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","도소매 및 상품중개서비스","명/십억원","원자료","0.685907","0.589422","0.511906","0.50653"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","운송서비스","명/십억원","원자료","0.565909","0.511245","0.440483","0.446323"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","음식점 및 숙박서비스","명/십억원","원자료","0.21895","0.169275","0.174674","0.195245"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","정보통신 및 방송 서비스","명/십억원","원자료","0.08832","0.066574","0.06937","0.074779"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","금융 및 보험 서비스","명/십억원","원자료","0.140914","0.119549","0.105383","0.096753"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","부동산서비스","명/십억원","원자료","0.030422","0.025177","0.023112","0.025515"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","전문, 과학 및 기술 서비스","명/십억원","원자료","0.385908","0.3106","0.300636","0.359212"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","사업지원서비스","명/십억원","원자료","0.344889","0.288417","0.270978","0.277266"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","공공행정, 국방 및 사회보장","명/십억원","원자료","0.014663","0.012807","0.017054","0.015588"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","교육서비스","명/십억원","원자료","0.015439","0.020886","0.01721","0.016711"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","보건 및 사회복지 서비스","명/십억원","원자료","0.029806","0.028441","0.027224","0.027292"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","예술, 스포츠 및 여가 관련 서비스","명/십억원","원자료","0.038728","0.030375","0.029823","0.030097"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","기타 서비스","명/십억원","원자료","0.125635","0.097331","0.094218","0.093064"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","기타","명/십억원","원자료","0","0","0","0"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","금속가공제품","열합","명/십억원","원자료","7.837107","6.7693","6.328401","6.253032"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","농림수산품","명/십억원","원자료","0.044788","0.043664","0.049307","0.053256"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","광산품","명/십억원","원자료","0.002613","0.002182","0.002856","0.001544"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","음식료품","명/십억원","원자료","0.011546","0.011425","0.012184","0.01299"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","섬유 및 가죽제품","명/십억원","원자료","0.015621","0.017064","0.014197","0.010382"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","목재 및 종이, 인쇄","명/십억원","원자료","0.016125","0.014535","0.013484","0.01441"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","석탄 및 석유제품","명/십억원","원자료","0.000769","0.000743","0.000673","0.000705"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","화학제품","명/십억원","원자료","0.078189","0.074098","0.066421","0.072786"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","비금속광물제품","명/십억원","원자료","0.022405","0.022028","0.015249","0.013165"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","1차 금속제품","명/십억원","원자료","0.022165","0.020706","0.015931","0.018641"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","금속가공제품","명/십억원","원자료","0.043356","0.042551","0.036493","0.035993"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","컴퓨터, 전자 및 광학기기","명/십억원","원자료","1.578881","1.328686","1.252978","1.430085"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","전기장비","명/십억원","원자료","0.037274","0.037453","0.035034","0.036751"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","기계 및 장비","명/십억원","원자료","0.025352","0.021235","0.017626","0.017038"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","운송장비","명/십억원","원자료","0.009062","0.008581","0.007543","0.007581"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","기타 제조업 제품","명/십억원","원자료","0.005284","0.005602","0.005331","0.005804"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","제조임가공 및 산업용 장비 수리","명/십억원","원자료","0.332964","0.321066","0.308521","0.357773"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","전력, 가스 및 증기","명/십억원","원자료","0.027129","0.023316","0.024285","0.031198"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","수도, 폐기물처리 및 재활용서비스","명/십억원","원자료","0.021861","0.023106","0.017506","0.018064"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","건설","명/십억원","원자료","0.012926","0.012491","0.008897","0.008137"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","도소매 및 상품중개서비스","명/십억원","원자료","0.555884","0.474938","0.416859","0.449821"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","운송서비스","명/십억원","원자료","0.2273","0.212713","0.189539","0.223465"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","음식점 및 숙박서비스","명/십억원","원자료","0.112258","0.099991","0.101001","0.116736"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","정보통신 및 방송 서비스","명/십억원","원자료","0.064757","0.050598","0.053829","0.056088"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","금융 및 보험 서비스","명/십억원","원자료","0.079324","0.061796","0.058826","0.062648"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","부동산서비스","명/십억원","원자료","0.018227","0.016397","0.015453","0.018244"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","전문, 과학 및 기술 서비스","명/십억원","원자료","0.255145","0.243093","0.229506","0.263093"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","사업지원서비스","명/십억원","원자료","0.208288","0.195342","0.184588","0.194703"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","공공행정, 국방 및 사회보장","명/십억원","원자료","0.005637","0.005626","0.007265","0.007292"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","교육서비스","명/십억원","원자료","0.00632","0.009862","0.008125","0.008483"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","보건 및 사회복지 서비스","명/십억원","원자료","0.012812","0.013776","0.013047","0.013646"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","예술, 스포츠 및 여가 관련 서비스","명/십억원","원자료","0.013539","0.011842","0.011311","0.011956"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","기타 서비스","명/십억원","원자료","0.061943","0.050254","0.048557","0.04974"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","기타","명/십억원","원자료","0","0","0","0"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","열합","명/십억원","원자료","3.929743","3.47676","3.242421","3.622213"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","농림수산품","명/십억원","원자료","0.062563","0.056874","0.060713","0.060267"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","광산품","명/십억원","원자료","0.00393","0.002865","0.003511","0.002338"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","음식료품","명/십억원","원자료","0.016483","0.015451","0.015456","0.015124"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","섬유 및 가죽제품","명/십억원","원자료","0.022516","0.022548","0.017497","0.010569"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","목재 및 종이, 인쇄","명/십억원","원자료","0.039528","0.034137","0.030273","0.028954"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","석탄 및 석유제품","명/십억원","원자료","0.001448","0.001356","0.001212","0.0012"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","화학제품","명/십억원","원자료","0.162695","0.138033","0.131339","0.127915"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","비금속광물제품","명/십억원","원자료","0.030326","0.027379","0.024685","0.021463"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","1차 금속제품","명/십억원","원자료","0.11901","0.110393","0.099165","0.093824"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","금속가공제품","명/십억원","원자료","0.16795","0.158611","0.130721","0.118839"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","컴퓨터, 전자 및 광학기기","명/십억원","원자료","0.129914","0.092159","0.078756","0.092422"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","전기장비","명/십억원","원자료","2.37029","2.061044","1.69035","1.722348"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","기계 및 장비","명/십억원","원자료","0.037181","0.03267","0.030849","0.026122"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","운송장비","명/십억원","원자료","0.013229","0.011555","0.00967","0.008637"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","기타 제조업 제품","명/십억원","원자료","0.007709","0.007997","0.007281","0.007714"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","제조임가공 및 산업용 장비 수리","명/십억원","원자료","0.311584","0.283037","0.26907","0.266274"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","전력, 가스 및 증기","명/십억원","원자료","0.026836","0.022303","0.019401","0.022276"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","수도, 폐기물처리 및 재활용서비스","명/십억원","원자료","0.057655","0.064513","0.047627","0.04233"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","건설","명/십억원","원자료","0.025132","0.02401","0.016618","0.013105"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","도소매 및 상품중개서비스","명/십억원","원자료","0.74467","0.649421","0.543995","0.565669"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","운송서비스","명/십억원","원자료","0.416461","0.377909","0.309554","0.320527"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","음식점 및 숙박서비스","명/십억원","원자료","0.156326","0.131967","0.126088","0.137149"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","정보통신 및 방송 서비스","명/십억원","원자료","0.075629","0.061985","0.059542","0.06261"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","금융 및 보험 서비스","명/십억원","원자료","0.103887","0.092772","0.080434","0.078306"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","부동산서비스","명/십억원","원자료","0.028731","0.025466","0.023013","0.024971"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","전문, 과학 및 기술 서비스","명/십억원","원자료","0.401086","0.364171","0.337351","0.364089"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","사업지원서비스","명/십억원","원자료","0.254005","0.228821","0.200892","0.200292"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","공공행정, 국방 및 사회보장","명/십억원","원자료","0.009135","0.0086","0.010651","0.009347"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","교육서비스","명/십억원","원자료","0.01156","0.017238","0.013388","0.01209"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","보건 및 사회복지 서비스","명/십억원","원자료","0.021307","0.022332","0.019952","0.019094"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","예술, 스포츠 및 여가 관련 서비스","명/십억원","원자료","0.024808","0.021009","0.019058","0.018354"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","기타 서비스","명/십억원","원자료","0.097248","0.078723","0.071021","0.06857"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","기타","명/십억원","원자료","0","0","0","0"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","전기장비","열합","명/십억원","원자료","5.950832","5.24735","4.499131","4.562787"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","농림수산품","명/십억원","원자료","0.075459","0.071807","0.080987","0.085877"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","광산품","명/십억원","원자료","0.002925","0.002149","0.002914","0.00187"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","음식료품","명/십억원","원자료","0.019888","0.019219","0.020225","0.021127"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","섬유 및 가죽제품","명/십억원","원자료","0.026001","0.025112","0.020782","0.014878"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","목재 및 종이, 인쇄","명/십억원","원자료","0.03384","0.030584","0.029066","0.029137"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","석탄 및 석유제품","명/십억원","원자료","0.001301","0.001268","0.001136","0.001126"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","화학제품","명/십억원","원자료","0.10249","0.095597","0.086115","0.089512"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","비금속광물제품","명/십억원","원자료","0.018001","0.01645","0.014858","0.013894"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","1차 금속제품","명/십억원","원자료","0.106749","0.100205","0.092846","0.092033"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","금속가공제품","명/십억원","원자료","0.436485","0.414785","0.385984","0.365292"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","컴퓨터, 전자 및 광학기기","명/십억원","원자료","0.091571","0.071094","0.063787","0.073281"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","전기장비","명/십억원","원자료","0.099623","0.10099","0.092368","0.088375"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","기계 및 장비","명/십억원","원자료","3.102124","2.683603","2.591448","2.559185"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","운송장비","명/십억원","원자료","0.023764","0.02239","0.019119","0.017739"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","기타 제조업 제품","명/십억원","원자료","0.00867","0.009411","0.009125","0.010243"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","제조임가공 및 산업용 장비 수리","명/십억원","원자료","0.483115","0.461825","0.465208","0.521001"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","전력, 가스 및 증기","명/십억원","원자료","0.026321","0.021462","0.019667","0.023543"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","수도, 폐기물처리 및 재활용서비스","명/십억원","원자료","0.073074","0.092031","0.067607","0.05778"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","건설","명/십억원","원자료","0.022258","0.021832","0.01595","0.013293"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","도소매 및 상품중개서비스","명/십억원","원자료","0.725356","0.641165","0.547288","0.576422"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","운송서비스","명/십억원","원자료","0.456247","0.430668","0.370774","0.395077"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","음식점 및 숙박서비스","명/십억원","원자료","0.193883","0.169856","0.171837","0.197184"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","정보통신 및 방송 서비스","명/십억원","원자료","0.081233","0.067462","0.068563","0.075013"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","금융 및 보험 서비스","명/십억원","원자료","0.141193","0.121907","0.107478","0.102351"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","부동산서비스","명/십억원","원자료","0.026611","0.024202","0.022455","0.025964"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","전문, 과학 및 기술 서비스","명/십억원","원자료","0.371496","0.347899","0.335092","0.400025"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","사업지원서비스","명/십억원","원자료","0.251969","0.236644","0.220686","0.234015"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","공공행정, 국방 및 사회보장","명/십억원","원자료","0.010256","0.010143","0.013369","0.012842"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","교육서비스","명/십억원","원자료","0.012649","0.019406","0.015895","0.015586"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","보건 및 사회복지 서비스","명/십억원","원자료","0.026648","0.028735","0.027184","0.027523"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","예술, 스포츠 및 여가 관련 서비스","명/십억원","원자료","0.029611","0.026176","0.025055","0.025655"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","기타 서비스","명/십억원","원자료","0.106217","0.090302","0.08752","0.087866"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","기타","명/십억원","원자료","0","0","0","0"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","기계 및 장비","열합","명/십억원","원자료","7.18703","6.476378","6.092391","6.25471"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","운송장비","농림수산품","명/십억원","원자료","0.07048","0.063285","0.07116","0.069546"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","운송장비","광산품","명/십억원","원자료","0.004068","0.00312","0.004229","0.002613"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","운송장비","음식료품","명/십억원","원자료","0.01843","0.017185","0.018108","0.017362"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","운송장비","섬유 및 가죽제품","명/십억원","원자료","0.04189","0.039079","0.032377","0.019873"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","운송장비","목재 및 종이, 인쇄","명/십억원","원자료","0.029453","0.025201","0.023961","0.022683"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","운송장비","석탄 및 석유제품","명/십억원","원자료","0.001612","0.001517","0.001409","0.001278"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","운송장비","화학제품","명/십억원","원자료","0.196952","0.171799","0.159786","0.160314"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","운송장비","비금속광물제품","명/십억원","원자료","0.031837","0.030258","0.028507","0.024662"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","운송장비","1차 금속제품","명/십억원","원자료","0.116962","0.115792","0.107168","0.094789"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","운송장비","금속가공제품","명/십억원","원자료","0.351296","0.303967","0.272996","0.233048"
"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)","운송장비","컴퓨터, 전자 및 광학기기","명/십억원","원자료","0.069839","0.050058","0.053052","0.055152"
