통계표,수요부문(열),투입부문(행),단위,변환,2020,2021,2022,2023
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","비금속광물제품","제조임가공 및 산업용 장비 수리","","원자료","0.001697","0.001616","0.001776","0.0015"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","비금속광물제품","전력, 가스 및 증기","","원자료","0.000003","0.000002","0.000002","0.000002"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","비금속광물제품","수도, 폐기물처리 및 재활용서비스","","원자료","0.000006","0.000001","0.000009","0.000025"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","비금속광물제품","건설","","원자료","0","0","0","0"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","비금속광물제품","도소매 및 상품중개서비스","","원자료","0.001428","0.001558","0.001855","0.001481"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","비금속광물제품","운송서비스","","원자료","0.01529","0.01454","0.015961","0.017338"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","비금속광물제품","음식점 및 숙박서비스","","원자료","0.001849","0.002997","0.003132","0.001654"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","비금속광물제품","정보통신 및 방송 서비스","","원자료","0.001336","0.001834","0.002377","0.002368"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","비금속광물제품","금융 및 보험 서비스","","원자료","0.000786","0.000782","0.000696","0.001214"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","비금속광물제품","부동산서비스","","원자료","0.000088","0.000069","0.000077","0.000095"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","비금속광물제품","전문, 과학 및 기술 서비스","","원자료","0.005571","0.005107","0.005582","0.006615"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","비금속광물제품","사업지원서비스","","원자료","0.005899","0.006892","0.006556","0.007294"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","비금속광물제품","공공행정, 국방 및 사회보장","","원자료","0.00022","0.00013","0.000166","0.00031"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","비금속광물제품","교육서비스","","원자료","0.000001","0.000001","0.000001","0.000001"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","비금속광물제품","보건 및 사회복지 서비스","","원자료","0","0","0","0"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","비금속광물제품","예술, 스포츠 및 여가 관련 서비스","","원자료","0.000056","0.000046","0.000096","0.000073"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","비금속광물제품","기타 서비스","","원자료","0.000246","0.000528","0.000341","0.000327"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","비금속광물제품","기타","","원자료","0","0","0","0"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","비금속광물제품","열합","","원자료","0.236816","0.279034","0.341771","0.292825"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","농림수산품","","원자료","0.000577","0.000444","0.000591","0.000631"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","광산품","","원자료","0.241276","0.264363","0.322977","0.272661"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","음식료품","","원자료","0.001486","0.00123","0.001611","0.001821"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","섬유 및 가죽제품","","원자료","0.001456","0.001185","0.001154","0.001147"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","목재 및 종이, 인쇄","","원자료","0.001133","0.00101","0.001091","0.001083"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","석탄 및 석유제품","","원자료","0.005735","0.006442","0.007087","0.007369"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","화학제품","","원자료","0.015253","0.013799","0.014048","0.01596"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","비금속광물제품","","원자료","0.004332","0.003334","0.003803","0.003716"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","1차 금속제품","","원자료","0.168031","0.196688","0.205448","0.184714"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","금속가공제품","","원자료","0.001479","0.001189","0.001286","0.001393"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","컴퓨터, 전자 및 광학기기","","원자료","0.004242","0.003309","0.003332","0.004203"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","전기장비","","원자료","0.002069","0.002071","0.002345","0.002729"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","기계 및 장비","","원자료","0.003038","0.002617","0.002529","0.002628"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","운송장비","","원자료","0.000968","0.000708","0.00099","0.001378"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","기타 제조업 제품","","원자료","0.000228","0.000196","0.00018","0.000187"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","제조임가공 및 산업용 장비 수리","","원자료","0.00201","0.001549","0.001473","0.001567"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","전력, 가스 및 증기","","원자료","0.000004","0.000002","0.000002","0.000002"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","수도, 폐기물처리 및 재활용서비스","","원자료","0.000006","0","0.00001","0.000027"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","건설","","원자료","0","0","0","0"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","도소매 및 상품중개서비스","","원자료","0.003461","0.003476","0.003676","0.003295"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","운송서비스","","원자료","0.005536","0.004435","0.004817","0.005681"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","음식점 및 숙박서비스","","원자료","0.001238","0.001705","0.00172","0.000935"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","정보통신 및 방송 서비스","","원자료","0.001198","0.001468","0.001872","0.002026"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","금융 및 보험 서비스","","원자료","0.000557","0.000466","0.000415","0.000777"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","부동산서비스","","원자료","0.000061","0.000038","0.000041","0.000059"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","전문, 과학 및 기술 서비스","","원자료","0.008665","0.007275","0.008295","0.00998"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","사업지원서비스","","원자료","0.006013","0.005299","0.005013","0.005988"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","공공행정, 국방 및 사회보장","","원자료","0.000077","0.000037","0.000046","0.000096"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","교육서비스","","원자료","0.000001","0","0","0"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","보건 및 사회복지 서비스","","원자료","0","0","0","0"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","예술, 스포츠 및 여가 관련 서비스","","원자료","0.000044","0.000029","0.000058","0.000051"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","기타 서비스","","원자료","0.000191","0.000316","0.00021","0.000226"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","기타","","원자료","0","0","0","0"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","1차 금속제품","열합","","원자료","0.480363","0.524681","0.59612","0.53233"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","농림수산품","","원자료","0.001009","0.000991","0.001316","0.00112"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","광산품","","원자료","0.069292","0.083657","0.104161","0.080524"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","음식료품","","원자료","0.002043","0.001994","0.002605","0.002462"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","섬유 및 가죽제품","","원자료","0.002682","0.00285","0.002766","0.002353"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","목재 및 종이, 인쇄","","원자료","0.002578","0.002804","0.003099","0.002585"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","석탄 및 석유제품","","원자료","0.008438","0.011859","0.013315","0.01199"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","화학제품","","원자료","0.022404","0.025691","0.030244","0.030054"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","비금속광물제품","","원자료","0.00245","0.002404","0.002579","0.002258"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","1차 금속제품","","원자료","0.062676","0.084569","0.087787","0.073201"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","금속가공제품","","원자료","0.019098","0.02068","0.023538","0.023684"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","컴퓨터, 전자 및 광학기기","","원자료","0.007366","0.006629","0.007269","0.007555"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","전기장비","","원자료","0.003485","0.003927","0.004595","0.004547"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","기계 및 장비","","원자료","0.008782","0.008783","0.008488","0.008055"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","운송장비","","원자료","0.00128","0.001136","0.001556","0.00183"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","기타 제조업 제품","","원자료","0.000316","0.000329","0.000335","0.000308"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","제조임가공 및 산업용 장비 수리","","원자료","0.002399","0.001555","0.001696","0.001627"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","전력, 가스 및 증기","","원자료","0.000004","0.000002","0.000002","0.000002"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","수도, 폐기물처리 및 재활용서비스","","원자료","0.000008","0.000001","0.000015","0.000039"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","건설","","원자료","0","0","0","0"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","도소매 및 상품중개서비스","","원자료","0.001921","0.002071","0.002292","0.001902"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","운송서비스","","원자료","0.006153","0.005805","0.006391","0.006701"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","음식점 및 숙박서비스","","원자료","0.0015","0.002307","0.00242","0.001194"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","정보통신 및 방송 서비스","","원자료","0.001287","0.001679","0.002281","0.00222"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","금융 및 보험 서비스","","원자료","0.000753","0.000699","0.000615","0.001071"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","부동산서비스","","원자료","0.000083","0.000061","0.000071","0.000086"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","전문, 과학 및 기술 서비스","","원자료","0.006679","0.005937","0.006737","0.007787"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","사업지원서비스","","원자료","0.005173","0.005102","0.004954","0.00545"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","공공행정, 국방 및 사회보장","","원자료","0.000086","0.00005","0.000063","0.000114"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","교육서비스","","원자료","0.000001","0.000001","0.000001","0.000001"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","보건 및 사회복지 서비스","","원자료","0","0","0","0"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","예술, 스포츠 및 여가 관련 서비스","","원자료","0.000052","0.000041","0.00009","0.000067"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","기타 서비스","","원자료","0.00026","0.000521","0.000348","0.000324"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","기타","","원자료","0","0","0","0"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","금속가공제품","열합","","원자료","0.240259","0.284135","0.321628","0.281112"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","농림수산품","","원자료","0.000464","0.000508","0.000692","0.000626"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","광산품","","원자료","0.020536","0.027313","0.042884","0.038715"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","음식료품","","원자료","0.001037","0.001167","0.001545","0.001553"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","섬유 및 가죽제품","","원자료","0.001924","0.00219","0.00199","0.00177"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","목재 및 종이, 인쇄","","원자료","0.001424","0.001377","0.001396","0.001299"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","석탄 및 석유제품","","원자료","0.004009","0.006149","0.006835","0.006598"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","화학제품","","원자료","0.0463","0.048296","0.051216","0.048657"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","비금속광물제품","","원자료","0.003244","0.003263","0.003306","0.003275"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","1차 금속제품","","원자료","0.01507","0.020227","0.017595","0.015547"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","금속가공제품","","원자료","0.003574","0.003143","0.00303","0.003316"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","컴퓨터, 전자 및 광학기기","","원자료","0.203276","0.199144","0.230696","0.242295"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","전기장비","","원자료","0.01409","0.014521","0.014905","0.017557"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","기계 및 장비","","원자료","0.005188","0.005885","0.002983","0.002863"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","운송장비","","원자료","0.000504","0.000473","0.000656","0.000896"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","기타 제조업 제품","","원자료","0.000201","0.000237","0.000241","0.000226"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","제조임가공 및 산업용 장비 수리","","원자료","0.01364","0.01228","0.013489","0.013487"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","전력, 가스 및 증기","","원자료","0.000007","0.000003","0.000003","0.000003"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","수도, 폐기물처리 및 재활용서비스","","원자료","0.000002","0","0.000004","0.000012"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","건설","","원자료","0","0","0","0"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","도소매 및 상품중개서비스","","원자료","0.003865","0.004064","0.004312","0.003598"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","운송서비스","","원자료","0.002597","0.002587","0.002909","0.003416"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","음식점 및 숙박서비스","","원자료","0.000778","0.001225","0.001277","0.00067"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","정보통신 및 방송 서비스","","원자료","0.001193","0.001338","0.002432","0.002473"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","금융 및 보험 서비스","","원자료","0.000429","0.000379","0.000347","0.000649"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","부동산서비스","","원자료","0.000098","0.000078","0.000088","0.000104"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","전문, 과학 및 기술 서비스","","원자료","0.012285","0.011148","0.012045","0.014122"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","사업지원서비스","","원자료","0.004041","0.003626","0.003486","0.004041"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","공공행정, 국방 및 사회보장","","원자료","0.000036","0.000022","0.000028","0.000058"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","교육서비스","","원자료","0.000001","0","0","0"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","보건 및 사회복지 서비스","","원자료","0","0","0","0"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","예술, 스포츠 및 여가 관련 서비스","","원자료","0.000034","0.000023","0.000058","0.00004"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","기타 서비스","","원자료","0.000407","0.000809","0.000548","0.000503"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","기타","","원자료","0","0","0","0"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","열합","","원자료","0.360251","0.371477","0.420995","0.42837"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","농림수산품","","원자료","0.00078","0.000805","0.001034","0.000826"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","광산품","","원자료","0.042115","0.054805","0.069989","0.054697"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","음식료품","","원자료","0.001487","0.001575","0.001947","0.001768"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","섬유 및 가죽제품","","원자료","0.002093","0.002307","0.002289","0.001838"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","목재 및 종이, 인쇄","","원자료","0.001892","0.002067","0.002117","0.001857"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","석탄 및 석유제품","","원자료","0.007643","0.010837","0.012497","0.01043"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","화학제품","","원자료","0.048517","0.051313","0.069973","0.073695"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","비금속광물제품","","원자료","0.007528","0.007358","0.008172","0.007453"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","1차 금속제품","","원자료","0.04861","0.066194","0.061522","0.052933"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","금속가공제품","","원자료","0.003871","0.003616","0.00377","0.003694"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","컴퓨터, 전자 및 광학기기","","원자료","0.055886","0.054793","0.055032","0.058433"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","전기장비","","원자료","0.075123","0.08875","0.116742","0.117701"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","기계 및 장비","","원자료","0.006884","0.006909","0.006266","0.005781"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","운송장비","","원자료","0.001041","0.000946","0.001202","0.00141"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","기타 제조업 제품","","원자료","0.000241","0.000262","0.000259","0.000227"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","제조임가공 및 산업용 장비 수리","","원자료","0.014791","0.013899","0.014246","0.016953"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","전력, 가스 및 증기","","원자료","0.000004","0.000002","0.000002","0.000002"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","수도, 폐기물처리 및 재활용서비스","","원자료","0.000004","0","0.000006","0.000017"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","건설","","원자료","0","0","0","0"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","도소매 및 상품중개서비스","","원자료","0.002877","0.003029","0.003304","0.002841"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","운송서비스","","원자료","0.004471","0.00426","0.00444","0.004748"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","음식점 및 숙박서비스","","원자료","0.001157","0.001828","0.001848","0.000912"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","정보통신 및 방송 서비스","","원자료","0.001124","0.001493","0.001994","0.001958"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","금융 및 보험 서비스","","원자료","0.000614","0.00058","0.000506","0.000888"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","부동산서비스","","원자료","0.000108","0.000082","0.00009","0.000107"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","전문, 과학 및 기술 서비스","","원자료","0.009801","0.008765","0.009564","0.011487"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","사업지원서비스","","원자료","0.004823","0.004637","0.004305","0.004828"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","공공행정, 국방 및 사회보장","","원자료","0.000063","0.000037","0.000044","0.000082"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","교육서비스","","원자료","0.000001","0","0","0"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","보건 및 사회복지 서비스","","원자료","0","0","0","0"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","예술, 스포츠 및 여가 관련 서비스","","원자료","0.000043","0.000032","0.000072","0.00005"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","기타 서비스","","원자료","0.00041","0.000812","0.000509","0.000461"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","기타","","원자료","0","0","0","0"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","전기장비","열합","","원자료","0.343999","0.391993","0.45374","0.438075"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","기계 및 장비","농림수산품","","원자료","0.000762","0.000818","0.001107","0.000984"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","기계 및 장비","광산품","","원자료","0.03818","0.050267","0.066527","0.053942"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","기계 및 장비","음식료품","","원자료","0.001683","0.001836","0.002354","0.002325"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","기계 및 장비","섬유 및 가죽제품","","원자료","0.002077","0.002283","0.00235","0.002075"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","기계 및 장비","목재 및 종이, 인쇄","","원자료","0.00139","0.001586","0.001711","0.001495"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","기계 및 장비","석탄 및 석유제품","","원자료","0.005859","0.008779","0.009856","0.008872"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","기계 및 장비","화학제품","","원자료","0.017338","0.019345","0.022299","0.021806"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","기계 및 장비","비금속광물제품","","원자료","0.002558","0.002472","0.0026","0.002324"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","기계 및 장비","1차 금속제품","","원자료","0.029497","0.040706","0.042325","0.03587"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","기계 및 장비","금속가공제품","","원자료","0.00795","0.00808","0.008542","0.008517"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","기계 및 장비","컴퓨터, 전자 및 광학기기","","원자료","0.030366","0.032977","0.033184","0.031508"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","기계 및 장비","전기장비","","원자료","0.01512","0.018238","0.019414","0.018751"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","기계 및 장비","기계 및 장비","","원자료","0.093713","0.09982","0.109904","0.105677"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","기계 및 장비","운송장비","","원자료","0.001671","0.001578","0.002016","0.002236"
"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)","기계 및 장비","기타 제조업 제품","","원자료","0.000256","0.000291","0.000293","0.00027"
