통계표,수요부문(열),투입부문(행),단위,변환,2020,2021,2022,2023
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","목재 및 종이, 인쇄","","원자료","0.020334","0.020394","0.01952","0.01868"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","석탄 및 석유제품","","원자료","0.055174","0.063707","0.090697","0.077303"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","화학제품","","원자료","0.078822","0.087214","0.083035","0.07737"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","비금속광물제품","","원자료","1.134355","1.127974","1.129063","1.136878"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","1차 금속제품","","원자료","0.033395","0.046812","0.044868","0.036668"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","금속가공제품","","원자료","0.029733","0.03082","0.027857","0.027387"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","컴퓨터, 전자 및 광학기기","","원자료","0.016103","0.014439","0.013591","0.014151"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","전기장비","","원자료","0.019901","0.021259","0.024045","0.02397"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","기계 및 장비","","원자료","0.013284","0.013079","0.012088","0.010998"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","운송장비","","원자료","0.024214","0.02232","0.022027","0.021984"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","기타 제조업 제품","","원자료","0.002121","0.002214","0.002062","0.002231"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","제조임가공 및 산업용 장비 수리","","원자료","0.047142","0.044856","0.04834","0.04854"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","전력, 가스 및 증기","","원자료","0.069691","0.080743","0.095271","0.094816"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","수도, 폐기물처리 및 재활용서비스","","원자료","0.020752","0.021552","0.020528","0.019962"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","건설","","원자료","0.005602","0.005605","0.004074","0.003349"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","도소매 및 상품중개서비스","","원자료","0.080688","0.080966","0.073922","0.077154"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","운송서비스","","원자료","0.166658","0.175128","0.170904","0.172724"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","음식점 및 숙박서비스","","원자료","0.02093","0.019764","0.021083","0.024369"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","정보통신 및 방송 서비스","","원자료","0.022011","0.020629","0.019387","0.019693"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","금융 및 보험 서비스","","원자료","0.038999","0.038992","0.037387","0.033687"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","부동산서비스","","원자료","0.015117","0.014397","0.012324","0.013093"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","전문, 과학 및 기술 서비스","","원자료","0.07822","0.074296","0.067782","0.085265"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","사업지원서비스","","원자료","0.035832","0.034009","0.031827","0.033719"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","공공행정, 국방 및 사회보장","","원자료","0.001435","0.00147","0.001932","0.00179"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","교육서비스","","원자료","0.001024","0.001516","0.001182","0.001175"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","보건 및 사회복지 서비스","","원자료","0.002565","0.002712","0.002417","0.002418"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","예술, 스포츠 및 여가 관련 서비스","","원자료","0.003853","0.003826","0.003991","0.004202"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","기타 서비스","","원자료","0.01006","0.009454","0.008598","0.008959"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","기타","","원자료","0.002348","0.001788","0.002067","0.001833"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","열합","","원자료","2.15619","2.197178","2.203153","2.209292"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","비금속광물제품","영향력계수","","원자료","1.1454","1.162341","1.159443","1.168118"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","농림수산품","","원자료","0.002869","0.00223","0.002264","0.002838"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","광산품","","원자료","0.004104","0.002618","0.003509","0.003331"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","음식료품","","원자료","0.007103","0.005342","0.006272","0.007764"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","섬유 및 가죽제품","","원자료","0.007201","0.005497","0.00513","0.004387"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","목재 및 종이, 인쇄","","원자료","0.007516","0.005837","0.005722","0.006459"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","석탄 및 석유제품","","원자료","0.015077","0.012578","0.015469","0.015176"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","화학제품","","원자료","0.034599","0.02574","0.023423","0.029825"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","비금속광물제품","","원자료","0.02332","0.016864","0.015946","0.021393"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","1차 금속제품","","원자료","1.245044","1.244805","1.213696","1.22159"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","금속가공제품","","원자료","0.020212","0.015225","0.014583","0.01696"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","컴퓨터, 전자 및 광학기기","","원자료","0.013393","0.00944","0.0092","0.011244"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","전기장비","","원자료","0.011746","0.00971","0.010607","0.012675"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","기계 및 장비","","원자료","0.009505","0.007983","0.007615","0.008029"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","운송장비","","원자료","0.009564","0.007036","0.007027","0.008141"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","기타 제조업 제품","","원자료","0.001599","0.001306","0.00122","0.001565"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","제조임가공 및 산업용 장비 수리","","원자료","0.038841","0.026906","0.030755","0.036252"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","전력, 가스 및 증기","","원자료","0.08642","0.082082","0.101731","0.115358"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","수도, 폐기물처리 및 재활용서비스","","원자료","0.042579","0.049236","0.04189","0.037122"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","건설","","원자료","0.004771","0.003589","0.002643","0.002531"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","도소매 및 상품중개서비스","","원자료","0.050064","0.042316","0.037492","0.044908"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","운송서비스","","원자료","0.056459","0.047942","0.045754","0.052264"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","음식점 및 숙박서비스","","원자료","0.014386","0.009767","0.010567","0.014662"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","정보통신 및 방송 서비스","","원자료","0.016531","0.011882","0.011029","0.013597"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","금융 및 보험 서비스","","원자료","0.028843","0.022215","0.021351","0.021969"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","부동산서비스","","원자료","0.011988","0.008765","0.00685","0.008463"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","전문, 과학 및 기술 서비스","","원자료","0.063923","0.043621","0.040208","0.061037"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","사업지원서비스","","원자료","0.031643","0.021445","0.019776","0.026315"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","공공행정, 국방 및 사회보장","","원자료","0.000811","0.000628","0.000838","0.000895"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","교육서비스","","원자료","0.000956","0.001012","0.000774","0.000975"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","보건 및 사회복지 서비스","","원자료","0.001909","0.001532","0.001311","0.001561"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","예술, 스포츠 및 여가 관련 서비스","","원자료","0.003229","0.00226","0.002313","0.003016"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","기타 서비스","","원자료","0.006292","0.00429","0.00407","0.005143"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","기타","","원자료","0.001384","0.000791","0.000938","0.000965"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","열합","","원자료","1.873881","1.752494","1.721972","1.818412"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","1차 금속제품","영향력계수","","원자료","0.995433","0.927096","0.906214","0.961448"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","농림수산품","","원자료","0.004207","0.004023","0.004268","0.004492"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","광산품","","원자료","0.001766","0.001532","0.002041","0.001616"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","음식료품","","원자료","0.010015","0.009117","0.01101","0.01138"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","섬유 및 가죽제품","","원자료","0.012174","0.012318","0.011968","0.008739"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","목재 및 종이, 인쇄","","원자료","0.01846","0.017878","0.018444","0.017058"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","석탄 및 석유제품","","원자료","0.0181","0.019822","0.024381","0.020333"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","화학제품","","원자료","0.097658","0.103429","0.104564","0.105435"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","비금속광물제품","","원자료","0.012002","0.010167","0.010069","0.010406"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","1차 금속제품","","원자료","0.230707","0.273116","0.265551","0.23646"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","금속가공제품","","원자료","1.177832","1.165353","1.165195","1.166426"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","컴퓨터, 전자 및 광학기기","","원자료","0.026135","0.021075","0.021773","0.022133"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","전기장비","","원자료","0.022288","0.021414","0.024898","0.024539"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","기계 및 장비","","원자료","0.027981","0.026533","0.026476","0.024374"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","운송장비","","원자료","0.013354","0.01144","0.011952","0.012127"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","기타 제조업 제품","","원자료","0.002094","0.002122","0.002235","0.002817"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","제조임가공 및 산업용 장비 수리","","원자료","0.071616","0.061427","0.070292","0.072158"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","전력, 가스 및 증기","","원자료","0.063457","0.052158","0.051608","0.054813"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","수도, 폐기물처리 및 재활용서비스","","원자료","0.021006","0.02251","0.021198","0.018454"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","건설","","원자료","0.005442","0.004861","0.003792","0.003083"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","도소매 및 상품중개서비스","","원자료","0.074884","0.073021","0.067572","0.068411"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","운송서비스","","원자료","0.061643","0.062635","0.060501","0.061011"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","음식점 및 숙박서비스","","원자료","0.020058","0.017025","0.02012","0.023084"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","정보통신 및 방송 서비스","","원자료","0.020514","0.017527","0.018072","0.018172"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","금융 및 보험 서비스","","원자료","0.040269","0.036948","0.035817","0.032302"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","부동산서비스","","원자료","0.014411","0.012558","0.011019","0.0116"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","전문, 과학 및 기술 서비스","","원자료","0.065159","0.0555","0.056175","0.070102"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","사업지원서비스","","원자료","0.032788","0.0279","0.028197","0.030824"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","공공행정, 국방 및 사회보장","","원자료","0.001607","0.001538","0.002179","0.002002"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","교육서비스","","원자료","0.001386","0.001932","0.001657","0.001673"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","보건 및 사회복지 서비스","","원자료","0.002924","0.002838","0.002723","0.002704"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","예술, 스포츠 및 여가 관련 서비스","","원자료","0.003831","0.003415","0.004011","0.00416"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","기타 서비스","","원자료","0.007619","0.006266","0.006623","0.00697"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","기타","","원자료","0.002817","0.001991","0.002526","0.002237"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","열합","","원자료","2.186204","2.16139","2.168906","2.152094"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","금속가공제품","영향력계수","","원자료","1.161344","1.143409","1.14142","1.137876"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","농림수산품","","원자료","0.002153","0.002403","0.002536","0.002803"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","광산품","","원자료","0.000871","0.000954","0.001309","0.000816"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","음식료품","","원자료","0.004922","0.00514","0.006212","0.0068"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","섬유 및 가죽제품","","원자료","0.005018","0.006305","0.006302","0.004777"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","목재 및 종이, 인쇄","","원자료","0.004706","0.004989","0.004932","0.005037"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","석탄 및 석유제품","","원자료","0.007746","0.009098","0.011335","0.010266"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","화학제품","","원자료","0.05122","0.058288","0.057956","0.058703"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","비금속광물제품","","원자료","0.00883","0.009031","0.006871","0.00658"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","1차 금속제품","","원자료","0.023894","0.029767","0.024156","0.026017"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","금속가공제품","","원자료","0.013692","0.015009","0.013629","0.014219"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","컴퓨터, 전자 및 광학기기","","원자료","1.209601","1.197394","1.173848","1.175039"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","전기장비","","원자료","0.018521","0.021521","0.024095","0.025529"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","기계 및 장비","","원자료","0.009373","0.009072","0.007751","0.007608"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","운송장비","","원자료","0.005578","0.005656","0.005938","0.006617"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","기타 제조업 제품","","원자료","0.001056","0.001134","0.001125","0.001275"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","제조임가공 및 산업용 장비 수리","","원자료","0.056415","0.059482","0.06495","0.071535"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","전력, 가스 및 증기","","원자료","0.036479","0.037505","0.047775","0.058591"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","수도, 폐기물처리 및 재활용서비스","","원자료","0.00388","0.004308","0.003948","0.003908"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","건설","","원자료","0.002053","0.002029","0.001559","0.001486"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","도소매 및 상품중개서비스","","원자료","0.060688","0.058838","0.055026","0.060752"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","운송서비스","","원자료","0.024759","0.02606","0.026034","0.030547"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","음식점 및 숙박서비스","","원자료","0.010284","0.010056","0.011634","0.013802"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","정보통신 및 방송 서비스","","원자료","0.015041","0.013321","0.014023","0.01363"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","금융 및 보험 서비스","","원자료","0.022669","0.019099","0.019994","0.020916"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","부동산서비스","","원자료","0.008634","0.008179","0.007368","0.008294"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","전문, 과학 및 기술 서비스","","원자료","0.04308","0.043437","0.042884","0.051344"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","사업지원서비스","","원자료","0.019801","0.018896","0.019208","0.021645"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","공공행정, 국방 및 사회보장","","원자료","0.000618","0.000675","0.000928","0.000937"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","교육서비스","","원자료","0.000567","0.000912","0.000783","0.000849"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","보건 및 사회복지 서비스","","원자료","0.001257","0.001374","0.001305","0.001352"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","예술, 스포츠 및 여가 관련 서비스","","원자료","0.001339","0.001332","0.001521","0.001652"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","기타 서비스","","원자료","0.003756","0.003235","0.003413","0.003725"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","기타","","원자료","0.001082","0.000876","0.001076","0.001043"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","열합","","원자료","1.679586","1.685377","1.67142","1.718094"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","컴퓨터, 전자 및 광학기기","영향력계수","","원자료","0.892221","0.89159","0.87961","0.908407"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","농림수산품","","원자료","0.003008","0.00313","0.003123","0.003172"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","광산품","","원자료","0.001311","0.001252","0.001609","0.001236"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","음식료품","","원자료","0.007026","0.006951","0.00788","0.007917"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","섬유 및 가죽제품","","원자료","0.007233","0.008331","0.007767","0.004863"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","목재 및 종이, 인쇄","","원자료","0.011536","0.011719","0.011072","0.010121"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","석탄 및 석유제품","","원자료","0.014587","0.016607","0.020421","0.017484"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","화학제품","","원자료","0.106577","0.10858","0.1146","0.103165"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","비금속광물제품","","원자료","0.011952","0.011225","0.011122","0.010728"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","1차 금속제품","","원자료","0.128296","0.158702","0.150357","0.13095"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","금속가공제품","","원자료","0.053041","0.055948","0.04882","0.046949"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","컴퓨터, 전자 및 광학기기","","원자료","0.099529","0.083053","0.073782","0.075939"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","전기장비","","원자료","1.177766","1.184316","1.162525","1.196434"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","기계 및 장비","","원자료","0.013746","0.013957","0.013565","0.011664"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","운송장비","","원자료","0.008144","0.007616","0.007612","0.007538"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","기타 제조업 제품","","원자료","0.001541","0.001618","0.001537","0.001694"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","제조임가공 및 산업용 장비 수리","","원자료","0.052793","0.052436","0.056645","0.05324"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","전력, 가스 및 증기","","원자료","0.036086","0.035875","0.038167","0.041835"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","수도, 폐기물처리 및 재활용서비스","","원자료","0.010233","0.012027","0.010739","0.009158"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","건설","","원자료","0.003991","0.003899","0.002912","0.002393"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","도소매 및 상품중개서비스","","원자료","0.081299","0.080455","0.071807","0.076398"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","운송서비스","","원자료","0.045364","0.046299","0.042518","0.043815"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","음식점 및 숙박서비스","","원자료","0.014321","0.013272","0.014523","0.016215"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","정보통신 및 방송 서비스","","원자료","0.017566","0.016319","0.015512","0.015215"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","금융 및 보험 서비스","","원자료","0.029688","0.028672","0.027337","0.026144"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","부동산서비스","","원자료","0.01361","0.012702","0.010972","0.011352"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","전문, 과학 및 기술 서비스","","원자료","0.067721","0.065072","0.063035","0.071054"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","사업지원서비스","","원자료","0.024148","0.022135","0.020904","0.022267"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","공공행정, 국방 및 사회보장","","원자료","0.001001","0.001032","0.001361","0.001201"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","교육서비스","","원자료","0.001038","0.001595","0.001289","0.00121"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","보건 및 사회복지 서비스","","원자료","0.002091","0.002228","0.001996","0.001892"
"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)","전기장비","예술, 스포츠 및 여가 관련 서비스","","원자료","0.002454","0.002362","0.002563","0.002537"
